id,dublin_no,location,code,spaces,exact_location,installed,tariff,nearest_pad,op_hours,clearway,clearway_hours,comment,further_info,finished,extra_comment,zone,longitude,latitude,created_at,updated_at
115,245,Donnybrook Road,4,63 P&D + 51 DP (Total),Ulster Bank,,2.40,"4 On Donnybrook Rd, Pembroke Cottages 486, Victoria Ave 487",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Red,-6.237817,53.322448,02/01/2012 22:45:00,NULL
116,246,Donnybrook Road,4,63 P&D + 51 DP (Total),First Active,,2.40,"4 On Donnybrook Rd, Pembroke Cottages 486, Victoria Ave 487",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Red,-6.237043,53.322392,02/01/2012 22:45:00,NULL
117,248,Pembroke Road,4,103 P&D / DP (Total),Number 78-80,,2.90,4 On Pembroke Rd,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Yellow,-6.238533,53.332462,02/01/2012 22:45:00,NULL
118,249,Elgin Road,4,112 P&D / DP (Total),The church,,2.90,"Elgin Rd 424, Clyde Rd 722",Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Yellow,-6.235738,53.330096,02/01/2012 22:45:00,NULL
119,250,Blessington Street,7,49 P&D / DP (Total),"Dargon's Chemist, West-Side of Berkeley St",,2.40,"Blessington St 563, Fontenoy St 222, Berkeley Rd 107",Mon-Sat 07.00-24.00,FALSE,,,,TRUE,,Red,-6.268242,53.356901,02/01/2012 22:45:00,NULL
120,251,Morehampton Road,4,15 P&D + 44 DP (Total),No 125,,2.40,"Morehampton Rd 348, Auburn Ave 485, Victoria Ave 487, Mount Eden Rd 256, Donnybr",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Red,-6.23875,53.323193,02/01/2012 22:45:00,NULL
121,253,Morehampton Road,4,15 P&D + 44 DP (Total),AIB,,2.40,"Morehampton Rd 348, Herbert Park 293",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Red,-6.240667,53.324689,02/01/2012 22:45:00,NULL
122,260,Mary's Lane,7,8 P&D + 12 DP,"At flats, south side, west of Greek Street",,2.90,"Greek Street 258, 259, Beresford St 261",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Yellow,-6.273954,53.347983,02/01/2012 22:45:00,NULL
123,266,Mountjoy Square West,1,13 P&D,"Opp 59, eastside, nth of Mountjoy Sq Sth",,2.40,"3 On Gardiner Place, Mountjoy Sq Sth 381, 382, Mountjoy Sq Nth 264",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Red,-6.258341,53.356236,02/01/2012 22:45:00,NULL
124,269,Gardiner Place,1,22 P&D + 10 DP (Total),No 36,,2.40,"Gardiner Place 267, 268",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Red,-6.260398,53.356185,02/01/2012 22:45:00,NULL
125,271,Linenhall Street,7,24 P&D / DP,No 15,,2.90,"Coleraine St 321, Lurgan St 752",Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Yellow,-6.272606,53.35082,02/01/2012 22:45:00,NULL
126,272,St. Mary's Place North,7,14 P&D (Total),At Christian Brothers' School,,2.40,St. Mary's Place Nth 273,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Red,-6.267273,53.354436,02/01/2012 22:45:00,NULL
127,273,St. Mary's Place North,7,14 P&D (Total),At Flats,,2.40,St. Mary's Place Nth 272,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Red,-6.267424,53.354311,02/01/2012 22:45:00,NULL
128,277,Parnell Street,1,21 P&D (Total),Connie's Take-away,,2.90,"Parnell St 276, Cumberland St Nth 61",Mon-Sat 10.00-19.00,FALSE,07-10.00+16.00-19.00,,,TRUE,,Yellow,-6.25927,53.35362,02/01/2012 22:45:00,NULL
129,283,John Street West,8,8 P&D + 9 DP,Junction of Thomas Street,,2.40,"Oliver Bond St 373, 719, Thomas St 597",Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Red,-6.277117,53.343014,02/01/2012 22:45:00,NULL
130,284,Townsend Street,2,36 P&D + 19 DP (Total),"At the Green, Space Centre",,2.90,"3 On Townsend St, 4 On Lombard St E, Sandwith St 461",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Yellow,-6.247286,53.345153,02/01/2012 22:45:00,NULL
131,289,Shelbourne Road,4,31 P&D + 34 DP (Total),No 36,,2.90,"Shelbourne Rd 654, 3 On Lansdowne Rd",Mon-Sat 07.00-24.00,FALSE,,,,TRUE,,Yellow,-6.232971,53.336071,02/01/2012 22:45:00,NULL
132,290,Shelbourne Road,4,31 P&D + 34 DP (Total),Opposite Iona,,2.90,"Shelbourne Rd 301, 658, Estate Cottages 525",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Yellow,-6.231876,53.33196,02/01/2012 22:45:00,NULL
133,293,Herbert Park,4,198 P&D / DP (Total),Near no 78,,2.40,"Morehampton Rd 253, 348, 401",Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Red,-6.240166,53.325297,02/01/2012 22:45:00,NULL
134,294,Waterloo Road,4,9 P&D + 72 DP (Total),Near no 89,,2.90,"Waterloo Rd 345, 346, Waterloo Lane 65, Wellington Place 224",Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Yellow,-6.245083,53.32931,02/01/2012 22:45:00,NULL
135,295,Cullenswood Park,6,57 P&D / DP,Corner of Ranelagh Road,,2.40,"Ranelagh Road 429, Woodstock Gardens 296",Mon-Sat 07.00-24.00,FALSE,,,,TRUE,,Red,-6.250201,53.32367,02/01/2012 22:45:00,NULL
136,296,Woodstock Gardens,6,18 P&D / DP,Corner of Ranelagh Rd,,2.40,"Ranelagh Rd 429, Cullenswood Pk 295",Mon-Sun 07.00-24.00,FALSE,,,,TRUE,,Red,-6.249308,53.323211,02/01/2012 22:45:00,NULL
137,297,Elmpark Avenue,6,32 P&D / DP,Near corner of Sandford Rd,,1.60,"Elmwood Ave Lwr 41, Beechwood Ave Lwr 302",Mon-Sat 07.00-24.00,FALSE,,,,TRUE,,Green,-6.254009,53.324636,02/01/2012 22:45:00,NULL
138,298,Marlborough Road,4,64 P&D / DP,No 90,,2.40,None Nearby,Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Red,-6.245535,53.322739,02/01/2012 22:45:00,NULL
139,300,Macken Street,2,20 P&D + 120 DP (Total),Near Virtual Access Irl Ltd,,2.40,"Macken St 44, 241, Pearse Sq 621, Pearse St 839",Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Red,-6.241066,53.342507,02/01/2012 22:45:00,NULL
140,303,Mornington Road,6,58 P&D / DP,No 20-21,,1.60,"Ashfield Ave 230, Beechwood Rd 389",Mon-Sun 07.00-24.00,FALSE,,,,TRUE,,Green,-6.251447,53.322941,02/01/2012 22:45:00,NULL
141,304,St. Mary's Road South,4,108 P&D / DP (Total),Junction Of Northumberland Road,,2.90,St. Mary's Rd Sth 329,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Yellow,-6.23725,53.334617,02/01/2012 22:45:00,NULL
142,306,Clontarf Road,3,29 P&D / DP (Total),At Number 10,,1.00,None Nearby,Mon-Fri 07.00-24.00,FALSE,,,,TRUE,,Orange,-6.224005,53.363649,02/01/2012 22:45:00,NULL
143,307,Temple Street North,1,34 P&D (Total),Rory O'Connor House,,2.40,"Temple St Nth 308, 579",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Red,-6.26264,53.356878,02/01/2012 22:45:00,NULL
144,310,Townsend Street,2,36 P&D + 19 DP (Total),at flats,,2.90,"3 On Townsend St, 4 On Lombard St E, Mark St 282, Prince's St Sth 85,",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Yellow,-6.24973,53.345535,02/01/2012 22:45:00,NULL
145,311,Lombard Street East,2,25 P&D + 18 DP (Total),At Number 11,,2.90,"4 On Lombard St East, Townsend St 284, 310",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Yellow,-6.248667,53.344897,02/01/2012 22:45:00,NULL
146,312,Lombard Street East,2,25 P&D + 18 DP (Total),Opposite Joyce House Entrance,,2.90,"4 On Lombard St East, Townsend St 284, 310",Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Yellow,-6.248885,53.344912,02/01/2012 22:45:00,NULL
147,313,Lombard Street East,2,25 P&D + 18 DP (Total),Murphy Solicitors,,2.90,"4 On Lombard St East, Townsend St 284, 310",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Yellow,-6.248925,53.344477,02/01/2012 22:45:00,NULL
148,316,Longwood Avenue,2,71 P&D / DP,Junction Of South Circular Road,,2.40,3 On Clanbrassil St,Mon-Sat 07.00-24.00,FALSE,,,,TRUE,,Red,-6.273481,53.331978,02/01/2012 22:45:00,NULL
149,318,Kenilworth Square North,6,76 P&D / DP,Opposite Number 88A,,1.60,4 At Kenilworth Square,Mon-Fri 08.00-18.30,FALSE,,,,FALSE,,Green,-6.274855,53.319699,02/01/2012 22:45:00,NULL
150,319,Beechwood Avenue Upper,6,104 P&D / DP,Junction Of Dunville Avenue,,1.60,"Beechwood Rd 389, Albany Rd 142",Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Green,-6.253576,53.319451,02/01/2012 22:45:00,NULL
151,321,Coleraine Street,7,34 P&D / DP,At Kevin Barry Flats,,2.90,"Linenhall St 271, Lurgan St 752",Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Yellow,-6.273392,53.351193,02/01/2012 22:45:00,NULL
152,323,Bull Alley Street,8,7 P&D,Patrick's Park,,2.90,"St. Patrick's Close 551, Bride Rd 129",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Yellow,-6.271647,53.340564,02/01/2012 22:45:00,NULL
153,324,Richmond Street South,2,8 P&D + 4 DP,Opposite Number 59 (AIB),,2.40,3 On Lennox Street,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Red,-6.264671,53.332239,02/01/2012 22:45:00,NULL
154,325,Grosvenor Road,6,128 P&D / DP (Total),No 12-13,,1.60,"Grosvenor Rd 673, 674, Grosvenor Place 607, Rathgar Rd 166",Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Green,-6.2701,53.320383,02/01/2012 22:45:00,NULL
155,326,Wesley Road,6,30 P&D / DP,At Post Office,,1.00,Rathgar Rd 166,Mon-Sun 07.00-24.00,FALSE,,,,TRUE,,Orange,-6.273077,53.313642,02/01/2012 22:45:00,NULL
156,327,John Dillon Street,8,66 P&D / DP (Total),Iveagh Market,,2.90,"John Dillon St 699, 6 On Francis St",Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Yellow,-6.273928,53.342178,02/01/2012 22:45:00,NULL
157,333,Brendan Road,4,66 P&D / DP,At Number 1,,2.40,"Morehampton Rd 251, 348, Auburn Ave 485",Mon-Fri 08.00-18.30,FALSE,,,,FALSE,,Red,-6.238651,53.324033,02/01/2012 22:45:00,NULL
158,335,Watling Street,8,18 P&D,At Emmet Buildings,,2.40,None Nearby,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Red,-6.284886,53.344366,02/01/2012 22:45:00,NULL
159,336,Milltown Road,6,,Opposite No. 38,,1.00,None Nearby,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Orange,-6.255824,53.308346,02/01/2012 22:45:00,NULL
160,337,Effra Road,6,84 P&D / DP,Off Grosvenor Place,,1.60,"Leinster Rd W 542, 750, Grosvenor Place 607, 608",Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Green,-6.274651,53.320902,02/01/2012 22:45:00,NULL
161,338,Castlewood Terrace,6,15 P&D / DP,At Number 12,,2.40,None Nearby,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Red,-6.263004,53.323426,02/01/2012 22:45:00,NULL
162,341,Camden Street,2,25 P&D (Total),No 72,19/04/1999,2.90,"3 On Camden St, 2 On Wexford St",Mon-Sat 07.00-19.00,TRUE,,,,TRUE,,Yellow,-6.265372,53.334953,02/01/2012 22:45:00,NULL
163,342,Pleasants Street,8,13 P&D + 19 DP (Total),No 46,19/04/1999,2.90,"Pleasants St 175, 3 On Camden St",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Yellow,-6.265729,53.335491,02/01/2012 22:45:00,NULL
164,348,Morehampton Road,4,15 P&D + 44 DP (Total),At Bulton's Pantry,,2.40,"Morehampton Rd 251, 253, Mount Eden Rd 256, Brendan Rd 333",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Red,-6.239835,53.324067,02/01/2012 22:45:00,NULL
165,349,Donnybrook Road (Car Park),4,16 P&D,Near Fire Station,19/04/1999,2.40,"4 On Donnybrook Rd, Pembroke Cottages 486, Victoria Ave 487",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Red,-6.236705,53.321908,02/01/2012 22:45:00,NULL
166,350,Donnybrook Road,4,63 P&D + 51 DP (Total),Near Shell Station at Brookvale Rd,19/04/1999,2.40,"4 On Donnybrook Rd, Eglinton Tce 243",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Red,-6.234458,53.320815,02/01/2012 22:45:00,NULL
167,352,High Street,8,9 P&D,At Church,19/04/1999,2.90,Cook St 231,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Yellow,-6.273371,53.343296,02/01/2012 22:45:00,NULL
168,353,Amiens Street,1,58 P&D (Total),Local Employment Centre,19/04/1999,2.40,6 On Amiens Street,Mon-Sat 07.00-19.00,TRUE,,,,TRUE,,Red,-6.248149,53.3535,02/01/2012 22:45:00,NULL
169,354,Amiens Street,1,58 P&D (Total),Corner of Preston St,19/04/1999,2.40,6 On Amiens Street,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Red,-6.248047,53.353279,02/01/2012 22:45:00,NULL
170,355,Amiens Street,1,58 P&D (Total),Near Number 85,19/04/1999,2.40,6 On Amiens Street,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Red,-6.247186,53.354068,02/01/2012 22:45:00,NULL
171,356,Amiens Street,1,58 P&D (Total),No 3,19/04/1999,2.40,6 On Amiens Street,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Red,-6.247249,53.354342,02/01/2012 22:45:00,NULL
172,357,North Strand Road,1 & 3,32 P&D + 3 DP (Total),Number 76,19/04/1999,1.60,"Nth Strand Rd 358, Annesley Place 814",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Green,-6.239826,53.360057,02/01/2012 22:45:00,NULL
173,358,North Strand Road,1 & 3,32 P&D + 3 DP (Total),Fire Brigade,19/04/1999,1.60,"Nth Strand Rd 357, Annesley Place 814",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Green,-6.239096,53.360182,02/01/2012 22:45:00,NULL
174,359,Annesley Bridge Road,3,16 P&D + 1 DP (Total),Number 25 Laundrette,19/04/1999,1.00,"Annesley Bridge Rd 513, Cadogan Rd 27, Fairview Strand 534, Fairview Ave Lwr 466",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Green,-6.237226,53.362297,02/01/2012 22:45:00,NULL
175,360,Fairview,3,22 P&D,Corner of Merville Ave,19/04/1999,1.00,"Fairview Ave Lwr 466, Fairview Strand 534, Marino Mart 361, 540",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Orange,-6.234496,53.363552,02/01/2012 22:45:00,NULL
176,361,Marino Mart,3,32 P&D / DP (Total),At Blue Leaf Art Gallery / Number 8-9,19/04/1999,1.00,"Marino Mart 512, 540, Fairview 360",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Orange,-6.23243,53.364079,02/01/2012 22:45:00,NULL
177,362,Francis Street,8,43 P&D + 26 DP (Total),No 32,19/04/1999,2.90,6 On Francis St,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Yellow,-6.274926,53.341698,02/01/2012 22:45:00,NULL
178,363,Francis Street,8,43 P&D + 26 DP (Total),Opposite Viking Lodge Pub,19/04/1999,2.90,6 On Francis St,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Yellow,-6.275097,53.34159,02/01/2012 22:45:00,NULL
179,364,Francis Street,8,43 P&D + 26 DP (Total),No 104,19/04/1999,2.90,6 On Francis St,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Yellow,-6.274594,53.340868,02/01/2012 22:45:00,NULL
180,365,Francis Street,8,43 P&D + 26 DP (Total),No 54,19/04/1999,2.90,6 On Francis St,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Yellow,-6.274332,53.340752,02/01/2012 22:45:00,NULL
181,366,Francis Street,8,43 P&D + 26 DP (Total),No 64,19/04/1999,2.90,6 On Francis St,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Yellow,-6.273701,53.339684,02/01/2012 22:45:00,NULL
182,367,North Strand Road,1 & 3,32 P&D + 3 DP (Total),Bayview Stores,27/04/1999,1.60,"Nth Strand Rd 510, Northbrook Ave Lwr 523, Nottingham St 19",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Green,-6.242284,53.357693,02/01/2012 22:45:00,NULL
183,368,Brookvale Road (Donnybrook),4,16 P&D / DP,Off Eglinton Road,,2.40,Eglinton Rd 454,Mon-Fri 08.00-18.30,FALSE,,,,FALSE,,Red,-6.233815,53.318385,02/01/2012 22:45:00,NULL
184,370,Merrion Road,4,17 P&D / DP,At Sony Centre / Ballsbridge Park Junction,27/04/1999,2.40,Anglesea Road 288,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Yellow,-6.23012,53.328837,02/01/2012 22:45:00,NULL
185,371,Winton Road,6,62 P&D / DP (Total),At Junction Of The Appian Way,27/04/1999,2.40,"Winton Rd 885, Leeson Park 417",Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Red,-6.24949,53.327238,02/01/2012 22:45:00,NULL
186,372,Peter Street,8,24 P&D / DP,New Building Site,,2.90,"Peter Row 613, Whitefriar Place 479, Bride St 484",Mon-Sat 07.00-19.00,FALSE,,,North side = west of whiterfier street,TRUE,,Yellow,-6.267914,53.33934,02/01/2012 22:45:00,NULL
187,374,Newmarket,8,63 P&D / DP,"No 13, East of Brabazon Place",,2.40,None Nearby,Mon-Sat 07.00-19.00,FALSE,,,North side = east of brabonza place,TRUE,,Red,-6.277387,53.338104,02/01/2012 22:45:00,NULL
188,379,St. Aidan's Park Road,3,8 P&D,At City Cycles / Junction Of Malahide Rd,,1.00,"Malahide Rd 380, The Crescent 737, Marino Mart 512",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Orange,-6.229644,53.364604,02/01/2012 22:45:00,NULL
189,380,Malahide Road,"3, 5, & 17",16 P&D,At Number 8,,1.00,"St. Aidan's Park Rd 379, The Crescent 737",Mon-Sat 10.00-19.00,TRUE,Bus lane before 10.00,,,TRUE,,Orange,-6.229026,53.365359,02/01/2012 22:45:00,NULL
190,382,Mountjoy Square South,1,11 P&D + 8 DP (Total),No 36 Near Bus Garage,,2.40,"Mountjoy Sq Sth 381, Charles' Street Great 24",Mon-Sat 07.00-19.00,FALSE,,,South side=west of mount joy sq east,TRUE,,Red,-6.25595,53.35628,02/01/2012 22:45:00,NULL
191,383,Mountjoy Square East,1,35 P&D / DP (Total),Park Side,,2.40,"Mountjoy Sq E 720, Charles' St Great 24",Mon-Sat 07.00-19.00,FALSE,,,West side = north of mount joy sq south,TRUE,,Red,-6.256505,53.356831,02/01/2012 22:45:00,NULL
192,384,South Lotts Road,4,63 P&D / DP (Total),Opp no 33,,2.40,3 On South Lotts Rd,Mon-Sat 07.00-24.00,FALSE,,,,TRUE,,Red,-6.233186,53.338579,02/01/2012 22:45:00,NULL
193,385,Nutley Avenue,4,160 P&D / DP,Corner of Nutley Lane,,1.60,Nutley Lane 471,Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Green,-6.216111,53.318152,02/01/2012 22:45:00,NULL
194,387,Lombard Street East,2,25 P&D + 18 DP (Total),Junction Of Quays,,2.90,"4 On Lombard St East, Townsend St 284, 310",Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Yellow,-6.248081,53.346447,02/01/2012 22:45:00,NULL
195,388,Mountpleasant Avenue Lower,6,43 P&D / DP (Total),"Opposite No. 1, Junction of Canal Rd",01/08/1999,2.40,Mountpleasant Ave 797,Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Red,-6.263237,53.329845,02/01/2012 22:45:00,NULL
196,389,Beechwood Road,6,31 P&D / DP,Junction of Ashfield Avenue,,1.60,"Beechwood Ave Upr 319, Anna Villa 546, 612, Mountainview Rd 686",Mon-Sun 07.00-24.00,FALSE,,,,TRUE,,Green,-6.253111,53.321066,02/01/2012 22:45:00,NULL
197,390,Castlewood Park,6,74 P&D / DP,Corner of Castlewood Ave,01/08/1999,1.60,"Cambridge Villas 444, Belgrave Sq N 478",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Green,-6.263633,53.322459,02/01/2012 22:45:00,NULL
198,391,Serpentine Avenue,4,60 P&D / DP (Total),Opposite no 15,,2.40,Serpentine Ave 845,Mon-Fri 07.00-19.00,FALSE,,,,TRUE,,Red,-6.226018,53.328678,02/01/2012 22:45:00,NULL
199,394,Dominick Street Upper,7,18 P&D DP,Opposite Michael H,,2.90,"7 On Dominick St Lwr, Dorset St Upr 376, 377",Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Yellow,-6.270035,53.35369,02/01/2012 22:45:00,NULL
200,395,Long Lane,8,26 P&D / DP,At Number 22,,2.40,"New Bride St 176, 647, Camden Row 177",Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Red,-6.270021,53.336171,02/01/2012 22:45:00,NULL
201,396,Belgrave Square East,6,18 P&D / DP,Opposite Park,,1.60,"Belgrave Sq N 478, Palmerston Rd 565",Mon-Fri 08.00-18.30,FALSE,,,,FALSE,,Green,-6.259629,53.322427,02/01/2012 22:45:00,NULL
202,401,Morehampton Road,4,15 P&D + 44 DP (Total),At Hotel,,2.40,"Morehampton Rd 526, Bloomfield Ave 800",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Red,-6.242374,53.325937,02/01/2012 22:45:00,NULL
203,402,Lad Lane,2,44 P&D / DP,Opp no 10,,2.90,"Cumberland Rd 3505, 3516",Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Yellow,-6.249944,53.334463,02/01/2012 22:45:00,NULL
204,403,Sandymount Village,4,46 P&D / DP (Total),At Seafort Avenue,,1.00,6 In Sandymount Village,Mon-Sat 07.00-24.00,FALSE,,,Weast side =North of Sandymount road,TRUE,,Orange,-6.215282,53.332721,02/01/2012 22:45:00,NULL
205,404,Sandymount Village,4,46 P&D / DP (Total),At the Green / Takeaway,,1.00,6 In Sandymount Village,Mon-Sat 07.00-19.00,FALSE,,,North side =east of seafort ave,TRUE,,Orange,-6.214858,53.332124,02/01/2012 22:45:00,NULL
206,405,Sandymount Village,4,46 P&D / DP (Total),At the Green / No 14,,1.00,6 In Sandymount Village,Mon-Sat 07.00-19.00,FALSE,,,south side =east of nut grove gardens,TRUE,,Orange,-6.214833,53.331655,02/01/2012 22:45:00,NULL
207,406,Sandymount Village,4,46 P&D / DP (Total),At the Green / At Number 17,,1.00,"6 In Sandymount Village, Sandymount Castle 861",Mon-Sat 07.00-19.00,FALSE,,,W-side =claremount st,TRUE,,Orange,-6.215885,53.331474,02/01/2012 22:45:00,NULL
208,407,Sandymount Village,4,46 P&D / DP (Total),At Sandymount Road / No 85 / Xtra Vision,,1.00,6 In Sandymount Village,Mon-Sat 07.00-19.00,FALSE,,,West side =South of marine drive,TRUE,,Orange,-6.216436,53.333074,02/01/2012 22:45:00,NULL
209,408,Sandymount Village,4,46 P&D / DP (Total),At Sandymount Road / Post office,,1.00,6 In Sandymount Village,Mon-Sat 07.00-19.00,FALSE,,,East side =South of Marine Drive,TRUE,,Orange,-6.216173,53.333043,02/01/2012 22:45:00,NULL
210,409,Eccles Street,7,36 P&D + 16 DP (Total),"At Nelson Street, Opposite Machine 195",,2.40,"Eccles St 195, 703",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Red,-6.267195,53.358418,02/01/2012 22:45:00,NULL
211,411,Leinster Road,6,208 P&D / DP (Total),At Number 38,,1.60,"Leinster Rd 609, Grosvenor Sq 684",Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Green,-6.271187,53.323224,02/01/2012 22:45:00,NULL
212,413,Charlemont Place,2,13 P&D (Total),ACC Bank,,2.90,"Charlemont Place 414, Charlemont Mall 126, Charlemont St 219",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Yellow,-6.259784,53.330842,02/01/2012 22:45:00,NULL
213,414,Charlemont Place,2,13 P&D (Total),Glennon,,2.90,"Charlemont Place 413, Harcourt Tce 235",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Yellow,-6.258376,53.331058,02/01/2012 22:45:00,NULL
214,418,Northbrook Road,6,120 P&D / DP (Total),Opposite Northbrook Clinic,,2.90,"Northbrook Rd 604, 653, 4 On Dartmouth Rd",Mon-Fri 08.00-18.30,FALSE,,,North side at Cambridge Terrace,TRUE,,Yellow,-6.255991,53.328865,02/01/2012 22:45:00,NULL
215,421,Verschoyle Place,2,27 P&D / DP,"No 55, Off Mount Street Lower",,2.90,"4 On Mount St Lwr, 6 On Mount St Upr",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Yellow,-6.245205,53.338428,02/01/2012 22:45:00,NULL
216,424,Elgin Road,4,112 P&D / DP (Total),Near corner of Raglan Lane,,2.90,"Elgin Rd 249, Raglan Lane 503, Wellington Rd 181",Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Yellow,-6.239758,53.330554,02/01/2012 22:45:00,NULL
217,425,Sussex Road,4,9 P&D + 45 DP (Total),Bank of Ireland,,2.90,"Sussex Road 606, 410, Leeson St Upr 225, 5 On Burlington Rd",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Yellow,-6.248999,53.329525,02/01/2012 22:45:00,NULL
218,426,St. Ignatius' Road,7,112 P&D / DP,Near corner of Drumcondra Rd,,1.60,Drumcondra Rd Lwr 848,Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Green,-6.260493,53.361194,02/01/2012 22:45:00,NULL
219,429,Ranelagh,6,28 P&D + 32 DP (Total),Duds o suds Dry cleaning,,2.40,"Cullenswood Pk 295, Woodstock Gardens 296",Mon-Sat 10.00-15.00,TRUE,Before 10 / After 15,,,TRUE,,Red,-6.250491,53.323493,02/01/2012 22:45:00,NULL
220,430,Amiens Street,1,58 P&D (Total),At Terry Rogers',,2.40,"6 On Amiens Street, Foley St 757",Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Red,-6.249536,53.352269,02/01/2012 22:45:00,NULL
221,431,Ranelagh,6,28 P&D + 32 DP (Total),No 1A,,2.40,"Ranelagh Ave 798, Mountpleasant Sq 432",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Red,-6.255962,53.326161,02/01/2012 22:45:00,NULL
222,433,Aughrim Street,7,70 P&D / DP (Total),Opposite Sports Centre,,1.60,"Aughrim St 124, St. Joseph's Rd 469",Mon-Fri 08.00-18.30,FALSE,,,,FALSE,,Green,-6.29018,53.354715,02/01/2012 22:45:00,NULL
223,434,Meath Street,8,15 P&D + 8 DP (Total),No 25,,2.40,"Meath St 495, Meath Place 492, Catherine St 548",Mon-Sat 07.00-19.00,FALSE,,,Westside North of meath place,TRUE,,Red,-6.278652,53.341243,02/01/2012 22:45:00,NULL
224,435,Manor Street,7,4 P&D + 64 DP (Total),At school,,1.60,"Manor St 439, 441, Kirwan St 521, Manor Place 870",Mon-Sun 07.00-24.00,FALSE,,,East side south of kirwan street,TRUE,,Green,-6.283363,53.352023,02/01/2012 22:45:00,NULL
